,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,probability_liking_video
1032,Everyone Leaks (and why that's a good thing) | by Michael Kim | Kaggle Days SF,,445 visualizações,Publicado em 16 de mai. de 2019,Ciência e tecnologia,Everyone Leaks (and why that's a good thing) | by Michael Kim | Kaggle Days SF,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","445 visualizações







7

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/rrWmmqAt6Ts/maxresdefault.jpg,1280.0,720.0,"Michael Kim ""Everyone Leaks (and why that's a good thing)"" Kaggle Days San Francisco held in April 2019 gathered over 300 participants to meet, learn and cod...",1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.288
1059,Kaggle Meetup: Freesound Audio Tagging 2019,,167 visualizações,Publicado em 10 de ago. de 2019,Ciência e tecnologia,"VentureLabs



    Kaggle Meetup: Freesound Audio Tagging 2019","Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","167 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/tEe-w86R23E/maxresdefault.jpg,1280.0,720.0,Presenter: Keagan O'Donohue Kaggle page: https://www.kaggle.com/c/freesound-audio-tagging-2019 Meetup page: https://www.meetup.com/LearnDataScience/events/fb...,1280.0,720.0,kaggle,/channel/UCJhW_16uxALr0X4olEW2p5A,0.434
1064,Powered by TensorFlow: Airbnb uses machine learning to help categorize its listing photos,,53.107 visualizações,Publicado em 6 de mar. de 2019,Ciência e tecnologia,"#TFDevSummit #PoweredByTF



    Powered by TensorFlow: Airbnb uses machine learning to help categorize its listing photos","TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","53.107 visualizações







777

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



778


9

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



10",https://i.ytimg.com/vi/tPb2u9kwh2w/maxresdefault.jpg,1280.0,720.0,"Machine learning is helping to solve challenging, real-world problems around the world. See how Airbnb (www.airbnb.com) is using machine learning powered by ...",1280.0,720.0,TensorFlow dev summit,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.268
1067,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,,3.722 visualizações,Publicado em 14 de jan. de 2019,Ciência e tecnologia,Python Toolkit that Used for Two Kaggle Top 10% Leaderboard Finishes,"Jeff Heaton













Carregando...
    







        Cancelar inscrição de Jeff Heaton?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição22,1 mil 











Carregando...
    









Carregando...
    













        Processando...","3.722 visualizações







102

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



103


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/tSzrecBdyJc/maxresdefault.jpg,1280.0,720.0,"This is the set of common tools that I've used in Kaggles to place around 7-10% on the leaderboard. Templates are provided for feature engineering, preproces...",480.0,360.0,preprocessing,/channel/UCR1-GEpyOPzT2AO4D_eifdw,0.432
1070,Portable Talks: Human centred approach to artificial intelligence and machine learning,,4 visualizações,Publicado em 24 de nov. de 2019,Ciência e tecnologia,"Melbourne



    Portable Talks: Human centred approach to artificial intelligence and machine learning","Portable













Carregando...
    







        Cancelar inscrição de Portable?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1 











Carregando...
    









Carregando...
    













        Processando...","4 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/tfCVx-JCQeQ/hqdefault.jpg,480.0,360.0,"To initiate the re-boot of Portable Talks, we look at how a human centred design approach can be used to build AI and machine learning tools. Our Tech Lead a...",1280.0,720.0,machine learning,/channel/UCRL26DPexiRaRvixhn-GGpw,0.321
1084,Kaggle Meetup: Visual Relationship Challenge,,104 visualizações,Publicado em 6 de dez. de 2018,Ciência e tecnologia,Kaggle Meetup: Visual Relationship Challenge,"Learn Data Science













Carregando...
    







        Cancelar inscrição de Learn Data Science?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição464 











Carregando...
    









Carregando...
    













        Processando...","104 visualizações







3

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/uBVY-g3ZXUk/maxresdefault.jpg,1280.0,720.0,Kaggle page: https://www.kaggle.com/c/google-ai-open-images-visual-relationship-track Meetup page: https://www.meetup.com/LearnDataScience/events/252908686/ ...,1280.0,720.0,artificial intelligence,/channel/UCJhW_16uxALr0X4olEW2p5A,0.55
1102,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,,1.155 visualizações,Transmitido ao vivo em 5 de out. de 2018,Ciência e tecnologia,Kaggle Live-Coding: How to turn text into structured data for NLP | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.155 visualizações







46

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



47


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/uvCS_lfxFWI/maxresdefault.jpg,1280.0,720.0,Join Kaggle data scientist Rachael live as she works on data science projects! See all previous livestreams here: https://www.youtube.com/watch?v=i92VI289zWw...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.26
1104,Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning,,19.546 visualizações,Publicado em 7 de mar. de 2019,Ciência e tecnologia,"#TFDevSummit #PoweredByTF



    Powered by TensorFlow: helping paleographers transcribe medieval text using machine learning","TensorFlow













Carregando...
    







        Cancelar inscrição de TensorFlow?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição180 mil 











Carregando...
    









Carregando...
    













        Processando...","19.546 visualizações







163

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



164


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/v-FgOACRgfs/maxresdefault.jpg,1280.0,720.0,"Machine learning is helping to solve challenging, real-world problems around the world. See how In Codice Ratio (http://www.inf.uniroma3.it/db/icr/), a resea...",1280.0,720.0,coding,/channel/UC0rqucBdTuFTjJiefW5t-IQ,0.338
1114,Artificial Intelligence & Machine Learning  - A Review,,28 visualizações,Publicado em 25 de nov. de 2019,Educação,Artificial Intelligence & Machine Learning  - A Review,"jayanti prasad













Carregando...
    







        Cancelar inscrição de jayanti prasad?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição26 











Carregando...
    









Carregando...
    













        Processando...","28 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/vhnLdxH8eP0/hqdefault.jpg,480.0,360.0,A Review of machine learning on source code.,960.0,720.0,,/channel/UCJesxoOgwZS5JpHrTDOS-8A,0.467
1120,Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,,5 visualizações,Publicado em 24 de nov. de 2019,"SME, WMG (em nome de WM Spain); LatinAutor, CMRRA, BMI - Broadcast Music Inc., Sony ATV Publishing, SOLAR Music Rights Management, LatinAutor - SonyATV, UNIAO BRASILEIRA DE EDITORAS DE MUSICA - UBEM e 15 associações de direitos musicais",Recognizing Students at Risk of Dropping Out - A Machine Learning Approach ML4VA,"Joe Spaeth













Carregando...
    







        Cancelar inscrição de Joe Spaeth?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/w104zCQNB38/maxresdefault.jpg,1280.0,720.0,"ML4VA project by Anna Spearman, Noah Collins, and Joe Spaeth",1280.0,720.0,,/channel/UCZDNp9Zik3T8DjKzarPlDpQ,0.345
1136,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,,531 visualizações,Publicado em 15 de ago. de 2019,Ciência e tecnologia,Real Stories from Career Switchers | CareerCon 2019 | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","531 visualizações







24

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



25


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/wyU9GTKSO0g/maxresdefault.jpg,1280.0,720.0,"""Listen to a panel of speakers who successfully moved into data science from other seemingly unrelated careers. They’ll discuss their approach to learning, o...",1280.0,720.0,careercon,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.459
1138,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google",,13.474 visualizações,Publicado em 7 de mar. de 2018,Educação,"NIPS 2017 Test of Time Award ""Machine learning has become alchemy.” | Ali Rahimi, Google","Preserve Knowledge













Carregando...
    







        Cancelar inscrição de Preserve Knowledge?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,4 mil 











Carregando...
    









Carregando...
    













        Processando...","13.474 visualizações







138

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



139


4

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5",https://i.ytimg.com/vi/x7psGHgatGM/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,NIPS 2017,/channel/UC9p_wQs8b8SHvfJSuuxEnvw,0.311
1176,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),,727 visualizações,Publicado em 24 de abr. de 2019,Ciência e tecnologia,Using Google's Data and AI Technologies with Kaggle (Cloud Next '19),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição400 mil 











Carregando...
    









Carregando...
    













        Processando...","727 visualizações







17

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



18


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/zPR3upTfMSI/maxresdefault.jpg,1280.0,720.0,Kaggle is the world's largest community of data scientists and machine learners. We have more than 2.6MM registered users who come to Kaggle to compete in ma...,1280.0,720.0,official,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,0.267
809,Machine Learning for Pricing & Auctions - Tutorial ICML2018,,3.867 visualizações,Publicado em 25 de jul. de 2018,Ciência e tecnologia,Machine Learning for Pricing & Auctions - Tutorial ICML2018,"The Artificial Intelligence Channel













Carregando...
    







        Cancelar inscrição de The Artificial Intelligence Channel?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição96,3 mil 











Carregando...
    









Carregando...
    













        Processando...","3.867 visualizações







66

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



67


5

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6",https://i.ytimg.com/vi/gsPWQqVhb74/maxresdefault.jpg,1280.0,720.0,"Recorded July 10th, 2018 This tutorial Machine Learning in Automated Mechanism Design for Pricing and Auctions will cover the rapidly growing area of automat...",1280.0,720.0,International Conference on Machine Learning,/channel/UC5g-f-g4EVRkqL8Xs888BLA,0.219
560,Tableau for Data Science and Data Visualization - Crash Course Tutorial,,87.049 visualizações,Publicado em 29 de jan. de 2019,Educação,Tableau for Data Science and Data Visualization - Crash Course Tutorial,"freeCodeCamp.org














Carregando...
    







        Cancelar inscrição de freeCodeCamp.org?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição1,47 mi 











Carregando...
    









Carregando...
    













        Processando...","87.049 visualizações







1.171

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.172


19

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



20",https://i.ytimg.com/vi/TPMlZxRRaBQ/maxresdefault.jpg,1280.0,720.0,"Learn to use Tableau to produce high quality, interactive data visualizations! Tableau can help you see and understand your data. Connect to almost any datab...",1280.0,720.0,tableau course,/channel/UC8butISFwT-Wl7EV0hUK0BQ,0.013
1045,How machine learning is being used to help save the world’s bees,,1.544.819 visualizações,Publicado em 24 de out. de 2019,Licença de atribuição Creative Commons (reutilização permitida),How machine learning is being used to help save the world’s bees,"Google














Carregando...
    







        Cancelar inscrição de Google?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição8,25 mi 











Carregando...
    









Carregando...
    













        Processando...","1.544.819 visualizações







4.615

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4.616


107

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



108",https://i.ytimg.com/vi/sgCGHBek1To/maxresdefault.jpg,1280.0,720.0,"Bee populations around the world are declining, and experts don’t know why. Led by by founder Katharina Schmidt, apic.ai is working to find answers to one of...",1280.0,720.0,,/channel/UCK8sQmJBp8GCxrOtXWBpyEA,0.142
726,I Passed the Final Data Science Assignment! | Learning Intelligence 46,,11.421 visualizações,Publicado em 11 de nov. de 2018,Ciência e tecnologia,"#datascience #machinelearning #artificialintelligence



    I Passed the Final Data Science Assignment! | Learning Intelligence 46","Daniel Bourke













Carregando...
    







        Cancelar inscrição de Daniel Bourke?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição20,6 mil 











Carregando...
    









Carregando...
    













        Processando...","11.421 visualizações







211

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



212


11

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12",https://i.ytimg.com/vi/btjp5PE96Sw/maxresdefault.jpg,1280.0,720.0,"Woohoo! I passed one of the hardest assignments I've done yet, the final project for the Introduction to Data Science with Python by the University of Michig...",1280.0,720.0,mrdbourke,/channel/UCr8O8l5cCX85Oem1d18EezQ,0.051
891,Learn Data Science Today - Data Science Tutorial for Beginners 2020!,,178.094 visualizações,Publicado em 10 de jan. de 2019,Pessoas e blogs,"#DataScienceWithPython #DataScienceWithR #DataScienceCourse



    Learn Data Science Today - Data Science Tutorial for Beginners 2020!","UpDegree













Carregando...
    







        Cancelar inscrição de UpDegree?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição10,8 mil 











Carregando...
    









Carregando...
    













        Processando...","178.094 visualizações







6.112

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6.113


94

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



95",https://i.ytimg.com/vi/kE9875zZkLE/maxresdefault.jpg,1280.0,720.0,"This Data Science Course will give you a Step by Step idea about the Data Science Career, Data science Hands-On Projects, roles & salary offered to a Data Sc...",1280.0,720.0,data science bootcamps,/channel/UCn4Y0Ej7Vu3rO84e_aD28lg,0.007
889,Kaggle Live Coding: Automating report generation | Kaggle,,1.725 visualizações,Transmitido ao vivo em 11 de out. de 2019,Ciência e tecnologia,Kaggle Live Coding: Automating report generation | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","1.725 visualizações







66

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



67


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/kDzEZihQFig/hqdefault.jpg,480.0,360.0,This week Rachael will continue to work on her forum clustering project (https://www.kaggle.com/rebeccaturner/forum-post-embeddings-clustering-1-0). Now that...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.056
779,Code with me (live): How to make your first Kaggle submission from scratch!,,23.854 visualizações,Transmitido ao vivo em 1 de dez. de 2018,Ciência e tecnologia,"#datascience #machinelearning #kaggle



    Code with me (live): How to make your first Kaggle submission from scratch!","Daniel Bourke













Carregando...
    







        Cancelar inscrição de Daniel Bourke?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição20,6 mil 











Carregando...
    









Carregando...
    













        Processando...","23.854 visualizações







576

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



577


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/f1y9wDDxWnA/hqdefault.jpg,480.0,360.0,Let's explore some Kaggle data together! Thank you to Coursera for sponsoring this video. You can check out the Applied Data Science with Python Specializati...,640.0,360.0,100 days of ml code,/channel/UCr8O8l5cCX85Oem1d18EezQ,0.141
1037,Data Science Training  | Data Science for Beginners | Intellipaat,,47.046 visualizações,Publicado em 28 de set. de 2019,Educação,"#DataScience #DataScienceTraining #DataSciencewithPython



    Data Science Training  | Data Science for Beginners | Intellipaat","Intellipaat













Carregando...
    







        Cancelar inscrição de Intellipaat?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição209 mil 











Carregando...
    









Carregando...
    













        Processando...","47.046 visualizações







1.382

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1.383


36

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



37",https://i.ytimg.com/vi/sEtQUnVA4wQ/maxresdefault.jpg,1280.0,720.0,🔥Intellipaat Data Science training course using Python: https://intellipaat.com/python-for-data-science-training/ 📕 Read complete Data Science tutorial here:...,1280.0,720.0,data science course,/channel/UCCktnahuRFYIBtNnKT5IYyg,0.027
984,Checking out a Data Science Workstation,,101.921 visualizações,Publicado em 5 de out. de 2019,Educação,Checking out a Data Science Workstation,"sentdex














Carregando...
    







        Cancelar inscrição de sentdex?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição767 mil 











Carregando...
    









Carregando...
    













        Processando...","101.921 visualizações







2.124

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.125


73

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



74",https://i.ytimg.com/vi/p9bkz3hxrSM/maxresdefault.jpg,1280.0,720.0,Checking out Lenovo's top of the line P920 Data Science Workstation. Channel membership: https://www.youtube.com/channel/UCfzlCWGWYyIQ0aLC5w48gBQ/join Discor...,1280.0,720.0,computer,/channel/UCfzlCWGWYyIQ0aLC5w48gBQ,0.005
902,Deep Learning VM Images (AI Adventures),,9.505 visualizações,Publicado em 10 de out. de 2018,Ciência e tecnologia,Deep Learning VM Images (AI Adventures),"Google Cloud Platform













Carregando...
    







        Cancelar inscrição de Google Cloud Platform?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição400 mil 











Carregando...
    









Carregando...
    













        Processando...","9.505 visualizações







211

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



212


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/kyNbYCHFCSw/maxresdefault.jpg,1280.0,720.0,"Imagine if you could avoid the headache of setting up new libraries, configuring them, and making sure they are all compatible. In this episode of AI Adventu...",1280.0,720.0,ai adventures,/channel/UCJS9pqu9BzkAMNTmzNMNhvg,0.114
563,TU Dublin Ireland - MSc Data Analytics - Arshdeep from India,,16.921 visualizações,Publicado em 14 de abr. de 2019,Educação,TU Dublin Ireland - MSc Data Analytics - Arshdeep from India,"DubJobs













Carregando...
    







        Cancelar inscrição de DubJobs?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição27,9 mil 











Carregando...
    









Carregando...
    













        Processando...","16.921 visualizações







518

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



519


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/TVFpKvswngo/maxresdefault.jpg,1280.0,720.0,Book your university course with DubJobs: https://www.dubjobs.com/student-services/ Arshdeep from India shares her opinion on her Masters course in Data anal...,1280.0,720.0,,/channel/UCT8VMsHASd47NEc2KrpbYvg,0.09
916,DataFest - Павел Плесков (DataNerds.ai) - How To Win Kaggle Competitions,,2.180 visualizações,Publicado em 21 de out. de 2018,Pessoas e blogs,DataFest - Павел Плесков (DataNerds.ai) - How To Win Kaggle Competitions,"videoCFT













Carregando...
    







        Cancelar inscrição de videoCFT?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição664 











Carregando...
    









Carregando...
    













        Processando...","2.180 visualizações







60

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



61


3

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4",https://i.ytimg.com/vi/leD0agQkO9s/maxresdefault.jpg,1280.0,720.0,"Data Fest Siberia - первая Data Science конференция для исследователей, инженеров и разработчиков в Сибири. Подробнее о конференции: http://fest.ai/siberia/ ...",1280.0,720.0,ЦФТ,/channel/UCv5Gi05tpsfPDbprgLeBGWA,0.075
975,What is machine learning?,,1.041 visualizações,Publicado em 29 de jan. de 2019,Ciência e tecnologia,What is machine learning?,"Australian Institute for Machine Learning













Carregando...
    







        Cancelar inscrição de Australian Institute for Machine Learning?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição29 











Carregando...
    









Carregando...
    













        Processando...","1.041 visualizações







11

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



12


1

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2",https://i.ytimg.com/vi/ob_p9qARjJo/maxresdefault.jpg,1280.0,720.0, ,1280.0,720.0,Artificial intelligence,/channel/UCaMi9wzJ69KZQcRPJP-iz3w,0.152
1099,How Did I Learn Machine Learning in 3 Months,,76.071 visualizações,Publicado em 18 de set. de 2019,Educação,How Did I Learn Machine Learning in 3 Months,"Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição63 mil 











Carregando...
    









Carregando...
    













        Processando...","76.071 visualizações







2.771

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2.772


89

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



90",https://i.ytimg.com/vi/uoifG7TgF2k/hqdefault.jpg,480.0,360.0,"Please join as a member in my channel to get additional benefits like materials in Data Science, live streaming for Members and many more https://www.youtube...",1280.0,720.0,Learn Machine Learning,/channel/UCNU_lfiiWBdtULKOw6X0Dig,0.116
717,Kaggle Livecoding: Error Analysis  | Kaggle,,2.147 visualizações,Transmitido ao vivo em 22 de nov. de 2019,Ciência e tecnologia,Kaggle Livecoding: Error Analysis  | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","2.147 visualizações







91

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



92


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/b9aPrCAAJeM/hqdefault.jpg,480.0,360.0,This week we'll be working on some error analysis for our trained AutoML models. About Kaggle: Kaggle is the world's largest community of data scientists. Jo...,1280.0,720.0,reading group,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.055
725,Introduction to Forecasting in Machine Learning and Deep Learning,,32.910 visualizações,Publicado em 4 de mai. de 2018,Ciência e tecnologia,Introduction to Forecasting in Machine Learning and Deep Learning,"InfoQ













Carregando...
    







        Cancelar inscrição de InfoQ?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição158 mil 











Carregando...
    









Carregando...
    













        Processando...","32.910 visualizações







611

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



612


13

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14",https://i.ytimg.com/vi/bn8rVBuIcFg/maxresdefault.jpg,1280.0,720.0,Are you enthusiastic about sharing your knowledge with your community? InfoQ.com is looking for part-time news writers with experience in artificial intellig...,1280.0,720.0,QCon.ai,/channel/UCkQX1tChV7Z7l1LFF4L9j_g,0.209
666,From Deep Learning of Disentangled Representations to Higher-level Cognition,,37.182 visualizações,Publicado em 8 de fev. de 2018,Ciência e tecnologia,From Deep Learning of Disentangled Representations to Higher-level Cognition,"Microsoft Research













Carregando...
    







        Cancelar inscrição de Microsoft Research?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição129 mil 











Carregando...
    









Carregando...
    













        Processando...","37.182 visualizações







809

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



810


6

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



7",https://i.ytimg.com/vi/Yr1mOzC93xs/maxresdefault.jpg,1280.0,720.0,"One of the main challenges for AI remains unsupervised learning, at which humans are much better than machines, and which we link to another challenge: bring...",1280.0,720.0,reinforcement learning,/channel/UCCb9_Kn8F_Opb3UCGm-lILQ,0.117
